id,likeNum,commentsLen,reposts_count,region,content,contentLen,created_at,type,detailUrl,authorAvatar,authorName,authorDetail,isVip
5068686107609663,231,14,29,无,"【“鹰击-2024”中泰空军联合训练 中方参训部队进行适应性飞行训练】

8月16日，“鹰击-2024”中泰空军联合训练中方参训部队进行首次适应性飞行训练。当天，多架不同型号的中方战机从泰国空军乌隆基地呼啸升空，飞赴预定空域展开针对性训练。

据介绍，抵达乌隆基地后，中方参训部队立即与泰方开展战法 ​",428,2024-08-18,热门,https://weibo.com/5611549371/OsOQ2vVCv,"https://tvax1.sinaimg.cn/crop.0.0.520.520.180/0067LukPly8h8vg7pyxkzj60eg0eg75502.jpg?KID=imgbed,tva&Expires=1724265601&ssig=mxwEJTIBSZ",国防部发布,https://weibo.com/u/5611549371,0
5069566915124418,32867,347,582,无,【#奥运冠军见到妈妈秒变小孩姐#】近日，奥运冠军吴愉@拳击吴愉 回到家乡贵州，见到妈妈后秒变“小孩姐”。妈妈把吴愉抱起来暖暖安慰。网友：#奥运冠军的妈妈举重若轻#！ http://t.cn/A6R2W6gy ​,179,2024-08-20,热门,https://weibo.com/2810373291/OtbKHlv5U,"https://tvax3.sinaimg.cn/crop.8.11.119.119.180/0034c2ttly8h8vg8d8h2ij6046046q2t02.jpg?KID=imgbed,tva&Expires=1724265601&ssig=eG3itWHVOf",新华网,https://weibo.com/u/2810373291,0
5068024878469801,1923,195,72,北京,"#斩神动画# 大夏的历史上群星璀璨，他们用尽一切，抵抗外来神明的入侵。
人类最强战力代表已揭示：
一剑——周平
一尊——叶梵
一夫子——陈夫子
一骑——路无为
一虚无——关在
评论区分享一下你最期待哪几位“人类天花板”吧[上课了]
#我在精神病院学斩神[超话]# ​",245,2024-08-16,热门,https://weibo.com/6646063031/OsxDxzxnH,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/007fMcB1ly8h437nojhdbj30go0goq4t.jpg?KID=imgbed,tva&Expires=1724308753&ssig=SzfTsajwFB",我在精神病院学斩神官微,https://weibo.com/u/6646063031,0
5069710347996160,2502,170,21,重庆,就这么走了？？？？？ http://t.cn/A6RLvIKE ​,41,2024-08-21,热门,https://weibo.com/7854052306/Otfu2xyak,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008zwNN0ly8hr206k63okj30u00u0gq6.jpg?KID=imgbed,tva&Expires=1724308753&ssig=sT8e%2FXR82j",是陈时宜呀,https://weibo.com/u/7854052306,0
5054841192448949,4430,759,67,北京,"早！

#k70至尊版# 性能魔王 [酷] ​",31,2024-07-11,热门,https://weibo.com/1749127163/On0Fxah5b,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/001Un9Srly8hrwgkkyzdxj60u00u0q7c02.jpg?KID=imgbed,tva&Expires=1724308753&ssig=fZZW3mFcxq",雷军,https://weibo.com/u/1749127163,0
5070102441754985,899,14,13,陕西,玄学。刷到莫无视8月偏财运 ​,28,2024-08-22,热门,https://weibo.com/7767122626/OtpGs7myd,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/008tE3poly8hs6hgjpij1j30e80e8dg1.jpg?KID=imgbed,tva&Expires=1724308753&ssig=8M885V9zSw",_请主人惩罚野,https://weibo.com/u/7767122626,1
5070097161128677,7623,921,1745,无,【转存！#黑神话悟空取景地打卡攻略#】山西大同悬空寺、重庆大足石刻、福建泉州开元寺双塔……《黑神话：悟空》在全国共有几十个取景地。名场面“既见未来、为何不拜”，就在山西临汾隰（xí）县小西天取景。小西天原名千佛庵，因大雄宝殿内塑有佛像千尊得名。大雄宝殿里，1900多尊彩塑好似要“驾云而下 ​,386,2024-08-22,热门,https://weibo.com/2656274875/OtpxW4JCt,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/002TLsr9ly8hmxa6f543uj60go0gowfl02.jpg?KID=imgbed,tva&Expires=1724308753&ssig=YZVpIlGJWO",央视新闻,https://weibo.com/u/2656274875,0
5040086246228224,29985,568,108,天津,"拍摄前要活动一下面部表情(˶‾᷄ ⁻̫ ‾᷅˵)
翻到以前的视频觉得傻傻呆呆十分可爱(*≧ω≦)
#原神[超话]##莫娜##cosplay##ooc致歉# http://t.cn/A6HTztFO ​",146,2024-05-31,热门,https://weibo.com/7796222231/OgOPeq8fe,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/008vC9xRly8hfyjqj1peoj30u00u0q87.jpg?KID=imgbed,tva&Expires=1724308753&ssig=ht6vbJgB48",喵喵五岁啦,https://weibo.com/u/7796222231,0
5069987251488106,575,43,22,浙江,遇见文殊菩萨，不能忽视，许愿心诚则灵🙏 ​🙏🙏 ​,51,2024-08-22,热门,https://weibo.com/1356658417/OtmGF6f7I,"https://tvax1.sinaimg.cn/crop.0.0.767.767.180/50dcf6f1ly8hn4l0szhj2j20lb0lbwfx.jpg?KID=imgbed,tva&Expires=1724308753&ssig=fqPorDKiX3",烟雨楼百年孤独,https://weibo.com/u/1356658417,1
5057562898597751,64205,31256,31585,北京,天气很好，适合奔跑。。。#夏日青春派对# http://t.cn/A68ztcL9 ​,59,2024-07-18,热门,https://weibo.com/1261700994/Oo9tnA4Fp,"https://tva2.sinaimg.cn/crop.0.0.512.512.180/4b340782jw8evsl6l7m5rj20e80e83yu.jpg?KID=imgbed,tva&Expires=1724308753&ssig=kIDQB%2B2LTU",戚薇,https://weibo.com/u/1261700994,0
5069149946513020,880,30,3,湖南,给爸爸做珍珠奶茶🧋 ​,20,2024-08-19,热门,https://weibo.com/6438130659/Ot0UarkkI,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/0071HJT5ly8hqc5gw98a9j30u00u0gq4.jpg?KID=imgbed,tva&Expires=1724308753&ssig=kK01GmNkJQ",Iike_周杰伦,https://weibo.com/u/6438130659,0
5069551811953397,483,7,0,北京,在外国女子爬山电线杆健身，最终体力不支坠落 http://t.cn/A6R2fEBh ​,63,2024-08-20,热门,https://weibo.com/6417393967/Otbml8cap,"https://tvax2.sinaimg.cn/crop.0.0.1061.1061.180/0070iJkjly8holo4pyiygj30th0thwh0.jpg?KID=imgbed,tva&Expires=1724308753&ssig=oUmMDEMeOp",初忻,https://weibo.com/u/6417393967,0
5070120305299533,3315,592,434,无,"【微镜头|“#祖国和人民为你们骄傲#”】#习近平总书记接见奥运健儿时说了啥#
[good]射击运动员盛李豪、黄雨婷，为中国摘得奥运首金。习近平总书记从他们身上看到了青年一代的风貌：“心静如水，有强大的心理素质。”
[good]全红婵、陈芋汐并肩作战、携手夺金，总书记印象深刻：“你们配合默契，被称为 ​",1013,2024-08-22,热门,https://weibo.com/2803301701/Otq9gmeEl,"https://tvax4.sinaimg.cn/crop.0.0.1018.1018.180/0033ImPzly8h8vgemh8kxj60sa0sadgw02.jpg?KID=imgbed,tva&Expires=1724308756&ssig=xfQQVJjaNU",人民日报,https://weibo.com/u/2803301701,0
5069461428895904,371,20,42,广东,"你可以给我画饼，但不能给我下药 ..

[吃瓜][吃瓜] ​",47,2024-08-20,热门,https://weibo.com/1665296834/Ot90yBkek,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/634269c2ly8gn5som7m1hj20u00u076o.jpg?KID=imgbed,tva&Expires=1724308756&ssig=ETp%2Bdaq6S3",原生姬女,https://weibo.com/u/1665296834,1
5070119642596085,72,11,1,河南,"#瑜伽# 私教一对一
私人定制针对性课程 ​",36,2024-08-22,热门,https://weibo.com/6489032761/Otq8caTml,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/00759jQJly8hq9q0r679aj30u00u0dir.jpg?KID=imgbed,tva&Expires=1724308756&ssig=TX8G1bTVI2",__奶9只是爱喝奶,https://weibo.com/u/6489032761,1
5068464307312012,218854,7380,3188,江苏,又来看演唱会啦[酷]和现场的歌迷朋友们一起沉浸体验精彩的演出🎉真源加油！时代少年团加油！💪  http://t.cn/A6RhjIx6 ​,133,2024-08-17,热门,https://weibo.com/1259193624/OsJ4iuGbG,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/001ndrMAly8h9u6k3udx5j60u00u040g02.jpg?KID=imgbed,tva&Expires=1724308756&ssig=pbokZYeDmc",李晨,https://weibo.com/u/1259193624,0
5069514914136696,12481,165,64,北京,"#谢震业日记# 
[心] 中国红 ​",25,2024-08-20,热门,https://weibo.com/2823738074/OtaoPhm8U,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/a84ed2daly8glt4xvku3tj20u00u0wiu.jpg?KID=imgbed,tva&Expires=1724308756&ssig=1uvSwwoTWW",谢震业,https://weibo.com/u/2823738074,0
5068772480648169,6340,992,1234,无,#首颗原子弹试爆前夜他争分夺秒计算#【#两弹一星元勋周光召逝世#[伤心]转发送别！】8月17日，“两弹一星功勋奖章”获得者、中国科学院原院长周光召院士在北京逝世，享年95岁。周院士被世界公认为是粒子物理学领域重要理论的奠基人之一。在祖国需要的时候，他毅然选择回国，为核武器的研制成功立下了不 ​,410,2024-08-18,热门,https://weibo.com/2656274875/OsR5m2ICl,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/002TLsr9ly8hmxa6f543uj60go0gowfl02.jpg?KID=imgbed,tva&Expires=1724308756&ssig=Ec%2BOXWPNRa",央视新闻,https://weibo.com/u/2656274875,0
5069086495867490,674808,58096,1000000,江苏,感谢依纯老师@单依纯 来客厅做客🛋️下次做不抽象的00后 [淡淡的] ​,63,2024-08-19,热门,https://weibo.com/2812335943/OsZfPoCoW,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/a7a0d747ly8fhx8k128s8j20ro0rogof.jpg?KID=imgbed,tva&Expires=1724308756&ssig=DJc8npaSqK",TFBOYS-王源,https://weibo.com/u/2812335943,0
5069773483806300,208,66,11,广东,"铁人三项选手抓不到补给瓶，你觉得是哪里出的问题？

#铁人三项# #赛事组织# http://t.cn/A6RLcc5o ​",92,2024-08-21,热门,https://weibo.com/1658958533/Oth7SfYbW,"https://tvax1.sinaimg.cn/crop.46.72.510.510.180/62e1b2c5ly8g4x5oh7ra7j20go0lawi3.jpg?KID=imgbed,tva&Expires=1724308756&ssig=CSSbliE3sT",绝对伏特加,https://weibo.com/u/1658958533,0
5041285939860971,26141,1289,74,上海,举手之劳 愿早日康复！🙏🏻 ​,29,2024-06-03,热门,https://weibo.com/2814929384/Ohk2dFnhV,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/a7c869e8ly8grtp0t4uoqj20u00u0789.jpg?KID=imgbed,tva&Expires=1724308756&ssig=RpCmK0Qd6S",MR-白冰,https://weibo.com/u/2814929384,0
5062885866736593,206,99,2,广东,#碧蓝航线##怨仇##cosplay# http://t.cn/A68pzZ9w ​,46,2024-08-02,热门,https://weibo.com/6050125138/OqnWOsguJ,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006BrHVwly8hrzj30fta2j30u00u078a.jpg?KID=imgbed,tva&Expires=1724308756&ssig=I7Ej6uYbdH",叁分分分_,https://weibo.com/u/6050125138,0
5069547728279556,29348,515,448,北京,这把蹭到了！ ​,12,2024-08-20,热门,https://weibo.com/1867736970/OtbfKyJTe,"https://tva4.sinaimg.cn/crop.0.0.638.638.180/6f53678ajw8e8e32a4hsxj20hq0hqta7.jpg?KID=imgbed,tva&Expires=1724308791&ssig=F9A3Hy8QGL",郑执,https://weibo.com/u/1867736970,0
5059418114759357,11002,551,152,广东,大学生不穿内衣穿什么？ 西安 ​,27,2024-07-23,热门,https://weibo.com/7534814929/OoVJFjY7P,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008dVjz3ly8hjj2rr4e4uj30u00u0wj5.jpg?KID=imgbed,tva&Expires=1724308791&ssig=QzMdwVDUfV",奶白的奈奈子,https://weibo.com/u/7534814929,0
5066336914380366,9126,974,171,无,"风风雨雨九载，白糖和他的小伙伴身边有一群最可爱的人一直都在……致你们：人生有两次幸运就好,一次遇到你们,一次走到底,感恩遇见,感恩有你们……#京剧猫[超话]# ​",150,2024-08-12,热门,https://weibo.com/3812650153/OrPJ1inx4,"https://tvax3.sinaimg.cn/crop.0.0.711.711.180/e3406ca9ly8g6ogmymn8wj20jr0jr45l.jpg?KID=imgbed,tva&Expires=1724308791&ssig=qhGj%2BSSrXs",京剧猫,https://weibo.com/u/3812650153,1
5070105348411371,461,16,19,河南,刘亦菲泳装🆘玫瑰的身材……斯哈斯哈|| http://t.cn/A6RUIM9N ​,59,2024-08-22,热门,https://weibo.com/5489873079/OtpL8zibh,"https://tvax1.sinaimg.cn/crop.0.0.884.884.180/005ZwWLZly1hqgn9b314nj30ok0okwh8.jpg?KID=imgbed,tva&Expires=1724308791&ssig=tCxBGSjs8C",先锋大队长的后腿,https://weibo.com/u/5489873079,1
5070122316728483,962,480,179,无,【转发周知！[话筒]#四六级明天6点查分#】明天（23日）6时，2024年上半年全国大学英语四、六级考试成绩将公布。#四六级查分入口#→http://t.cn/R9RI9GT 祝考生过！过！过！ ​,160,2024-08-22,热门,https://weibo.com/2656274875/OtqcvsenV,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/002TLsr9ly8hmxa6f543uj60go0gowfl02.jpg?KID=imgbed,tva&Expires=1724308791&ssig=RiSdqa18cd",央视新闻,https://weibo.com/u/2656274875,0
5068776947582177,4286,766,628,无,【#送别两弹一星元勋周光召#】#两弹一星元勋周光召逝世享年95岁# “两弹一星功勋奖章”获得者、中国科学院原院长周光召院士在北京逝世，享年95岁。在祖国需要的时候，他毅然选择回国。在中国首颗原子弹理论攻关的征程中，在试爆前的关键时刻，周光召和许多科学家一起，为中国核武器的研制成功立下了不 ​,309,2024-08-18,热门,https://weibo.com/2803301701/OsRcyvOtb,"https://tvax4.sinaimg.cn/crop.0.0.1018.1018.180/0033ImPzly8h8vgemh8kxj60sa0sadgw02.jpg?KID=imgbed,tva&Expires=1724308791&ssig=hBHfDBhUPl",人民日报,https://weibo.com/u/2803301701,0
5068848277755243,92414,15529,47811,河南,我们[举手] ​,10,2024-08-18,热门,https://weibo.com/1625646585/OsT3Bwxuz,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/001M12Wdly8gqh0adzzp1j60e80e8gly02.jpg?KID=imgbed,tva&Expires=1724308791&ssig=DrhFTTM2EA",汪苏泷,https://weibo.com/u/1625646585,0
5067306487516789,6396,1158,205,北京,第一批比亚迪秦网约车已经下线报废了[思考]猜猜跑了多少万公里？ http://t.cn/A68DrFPp ​,81,2024-08-14,热门,https://weibo.com/5575137733/OseWQvxsx,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0065iI0lly8gdiokb3qhfj30u00u0acy.jpg?KID=imgbed,tva&Expires=1724308791&ssig=OHjfyJ%2B6a7",带锤看车-周二瓶,https://weibo.com/u/5575137733,0
